Time (sec)	L-shell	10 MeV/G	32 MeV/G	100 MeV/G	320 MeV/G	1000 MeV/G	3200 MeV/G	10000 MeV/G	32000 MeV/G	100000 MeV/G	320000 MeV/G
307233305	12.2322	0.085323168	0.006022595	0.000426533	2.56564E-05	1.40852E-06	6.3325E-08	2.7639E-09	1.06898E-10	4.28451E-12	1.57838E-13
282585905	12.2341	0.36734875	0.010842752	0.000371157	1.39226E-05	6.93734E-07	3.90739E-08	2.52136E-09	1.46236E-10	7.39469E-12	2.35806E-13
347283305	12.2343	0.144430104	0.004918414	0.000191964	8.06747E-06	4.34857E-07	2.54439E-08	1.63001E-09	9.04044E-11	4.40483E-12	1.54383E-13
307123505	12.2355	0.437887768	0.013030035	0.000436124	1.4948E-05	6.17946E-07	2.61713E-08	1.22792E-09	5.43599E-11	2.54855E-12	1.1124E-13
256808105	12.2360	0.000406554	8.08658E-05	1.54993E-05	2.43933E-06	3.05477E-07	2.62997E-08	1.74376E-09	8.44733E-11	3.63236E-12	1.29626E-13
347286905	12.2384	0.370251686	0.010000274	0.000314676	1.08948E-05	5.05842E-07	2.67071E-08	1.62852E-09	9.03561E-11	4.55288E-12	1.62665E-13
347280905	12.2394	0.074912451	0.003481566	0.000178133	9.14187E-06	5.32471E-07	2.95365E-08	1.63187E-09	7.62886E-11	3.41303E-12	1.31181E-13
307131905	12.2407	0.00920949	0.001077525	0.000124878	1.22166E-05	1.01997E-06	6.25124E-08	3.19154E-09	1.26105E-10	4.65559E-12	1.46964E-13
334895705	12.2432	6.306622064	0.082591485	0.001318958	2.44842E-05	6.86342E-07	2.45898E-08	1.17684E-09	6.0702E-11	3.5975E-12	2.10347E-13
267746705	12.2443	0.003339733	0.000533011	8.19339E-05	1.02104E-05	1.01451E-06	7.01914E-08	3.9068E-09	1.66286E-10	6.57789E-12	2.22774E-13
334893905	12.2477	0.029712176	0.002696025	0.000232967	1.58293E-05	9.17319E-07	4.34499E-08	2.07153E-09	9.13965E-11	4.2952E-12	1.89853E-13
260487305	12.2486	0.000718401	0.00012739	2.11641E-05	2.72621E-06	2.69596E-07	1.88362E-08	1.12633E-09	5.56476E-11	2.71024E-12	1.1862E-13
301311305	12.2493	0.009269794	0.001561264	0.000235605	2.52542E-05	1.91278E-06	9.80209E-08	4.36168E-09	1.63131E-10	6.17374E-12	2.11926E-13
307127705	12.2495	0.13579927	0.007667612	0.00043484	2.09502E-05	9.60614E-07	3.87337E-08	1.64347E-09	6.56763E-11	2.82791E-12	1.14871E-13
347283905	12.2509	0.088319164	0.003652199	0.00016934	8.14574E-06	4.69854E-07	2.72521E-08	1.61915E-09	8.07604E-11	3.69115E-12	1.36918E-13
351547505	12.2541	0.006813426	0.001443232	0.00017312	1.00489E-05	4.47302E-07	1.87124E-08	9.19597E-10	4.62459E-11	2.61264E-12	1.43837E-13
297103505	12.2561	0.004539043	0.000616971	8.24856E-05	9.25057E-06	8.69503E-07	5.89571E-08	3.25648E-09	1.36892E-10	5.29554E-12	1.73622E-13
334895105	12.2565	0.000905502	0.000613193	0.000180249	1.76164E-05	9.30063E-07	3.85811E-08	1.74652E-09	7.83629E-11	3.90869E-12	1.88344E-13
334894505	12.2583	8.31067189	0.104742913	0.001612128	2.88761E-05	7.84469E-07	2.73374E-08	1.27749E-09	6.44466E-11	3.74183E-12	2.14403E-13
242537705	12.2608	1.728659989	0.022174854	0.000352002	6.66733E-06	1.95986E-07	7.50168E-09	3.85861E-10	2.1479E-11	1.37275E-12	8.67208E-14
334778705	12.2618	0.006695745	0.000493425	3.92535E-05	3.09317E-06	2.6573E-07	2.10816E-08	1.57078E-09	9.24439E-11	4.738E-12	1.91258E-13
334778105	12.2632	0.017525235	0.000914121	5.34496E-05	3.29978E-06	2.49936E-07	2.00564E-08	1.71555E-09	1.24416E-10	7.32538E-12	2.56278E-13
260477105	12.2642	0.177557836	0.005203647	0.000176911	6.60251E-06	3.29972E-07	1.89432E-08	1.27704E-09	8.05286E-11	4.67873E-12	1.85294E-13
347286305	12.2662	0.485615587	0.011899625	0.000342044	1.09237E-05	4.78024E-07	2.44114E-08	1.48748E-09	8.56251E-11	4.61695E-12	1.74565E-13
347284505	12.2666	0.030059419	0.001960288	0.000134615	8.60432E-06	5.55621E-07	3.10249E-08	1.64886E-09	7.43777E-11	3.308E-12	1.30733E-13
267753305	12.2682	0.000141751	4.62613E-05	1.41E-05	3.3914E-06	5.92095E-07	6.38631E-08	4.6554E-09	2.19202E-10	8.27321E-12	2.39426E-13
334901705	12.2704	0.011188638	0.001889338	0.00025184	2.02365E-05	1.12552E-06	4.85084E-08	2.15707E-09	9.14839E-11	4.22887E-12	1.8637E-13
274958705	12.2705	0.000432843	0.000130574	3.11925E-05	4.44627E-06	3.87494E-07	2.2611E-08	1.20531E-09	5.73505E-11	2.85642E-12	1.32993E-13
334779305	12.2747	0.001193017	0.000176304	2.51778E-05	2.94061E-06	2.84142E-07	2.05853E-08	1.31682E-09	7.06733E-11	3.75211E-12	1.79677E-13
347280305	12.2759	0.202209823	0.006664206	0.000250596	1.00218E-05	5.05044E-07	2.69319E-08	1.54524E-09	7.69731E-11	3.56733E-12	1.34049E-13
347285105	12.2762	0.119912869	0.004742584	0.000209888	9.56663E-06	5.18794E-07	2.80616E-08	1.56346E-09	7.47112E-11	3.40445E-12	1.31862E-13
411617705	12.2769	0.267949645	0.012069035	0.000588081	2.76271E-05	1.40129E-06	6.48009E-08	2.9739E-09	1.17873E-10	4.66114E-12	1.64021E-13
347285705	12.2776	0.131083977	0.004986913	0.000213663	9.54131E-06	5.16915E-07	2.8479E-08	1.63074E-09	7.95775E-11	3.62167E-12	1.36067E-13
307128305	12.2778	0.041668143	0.003509977	0.000283948	1.81889E-05	9.92504E-07	4.34467E-08	1.8793E-09	7.39264E-11	3.07529E-12	1.19329E-13
334777505	12.2798	0.004708377	0.0003986	3.58305E-05	3.10212E-06	2.79168E-07	2.21461E-08	1.60327E-09	9.1612E-11	4.67952E-12	1.95619E-13
359211905	12.2809	0.008369006	0.000777632	7.3948E-05	6.28244E-06	4.98331E-07	3.15814E-08	1.76674E-09	7.92583E-11	3.36837E-12	1.23728E-13
326185505	12.2826	0.11817372	0.004477044	0.000189264	8.17045E-06	4.16711E-07	2.12041E-08	1.13755E-09	5.46875E-11	2.64683E-12	1.14842E-13
307131305	12.2840	0.000909522	0.00023614	5.44103E-05	8.84099E-06	9.47896E-07	6.19917E-08	3.11641E-09	1.20113E-10	4.39849E-12	1.40359E-13
378393905	12.2855	0.041410253	0.001649992	7.45106E-05	3.57598E-06	2.15072E-07	1.38192E-08	9.60938E-10	5.82073E-11	3.17962E-12	1.33057E-13
291486305	12.2890	0.533304572	0.015631339	0.000448725	1.15947E-05	3.7004E-07	1.37763E-08	6.60093E-10	3.35888E-11	1.95195E-12	1.11529E-13
331332905	12.2904	0.571400808	0.012945597	0.000343267	1.0256E-05	4.23858E-07	2.07415E-08	1.2319E-09	7.15268E-11	3.97926E-12	1.64235E-13
334785305	12.2909	0.065520317	0.003975095	0.000227641	1.03954E-05	4.6209E-07	1.99888E-08	1.00219E-09	5.07687E-11	2.8659E-12	1.56926E-13
340050305	12.2949	0.854621621	0.018324385	0.000458646	1.24995E-05	4.5565E-07	1.87479E-08	9.15339E-10	4.38091E-11	2.25288E-12	1.08704E-13
334779905	12.2965	0.000823698	0.000138374	2.21462E-05	2.83378E-06	2.89294E-07	2.14754E-08	1.37876E-09	7.34336E-11	3.84706E-12	1.81168E-13
296994305	12.3009	0.001742431	0.000327714	5.84279E-05	8.23207E-06	8.83611E-07	6.33215E-08	3.53901E-09	1.48589E-10	5.74588E-12	1.89207E-13
307128905	12.3012	0.028694925	0.002783887	0.000256584	1.83982E-05	1.08222E-06	4.90717E-08	2.12679E-09	8.20382E-11	3.30583E-12	1.2326E-13
260476505	12.3018	0.12894803	0.004092603	0.000150548	6.11378E-06	3.36058E-07	2.19281E-08	1.7783E-09	1.51425E-10	2.97844E-12	2.78009E-13
296994905	12.3022	0.000720647	0.000178444	4.0691E-05	7.007E-06	8.53199E-07	6.51163E-08	3.71428E-09	1.55808E-10	5.96071E-12	1.93268E-13
318177305	12.3053	0.000339115	9.04391E-05	2.21082E-05	4.06752E-06	5.27802E-07	4.33249E-08	2.69265E-09	1.25209E-10	5.36316E-12	1.96814E-13
378496505	12.3073	0.110399248	0.006292237	0.000269225	8.37962E-06	2.90093E-07	1.13315E-08	5.62128E-10	2.94775E-11	1.75982E-12	1.03217E-13
263530505	12.3100	0.045854469	0.004498641	0.000295276	1.16606E-05	4.30555E-07	1.65304E-08	7.82535E-10	3.87038E-11	2.17324E-12	1.19532E-13
307130705	12.3100	0.002909795	0.000568444	0.000100569	1.28991E-05	1.15653E-06	6.70634E-08	3.16009E-09	1.18571E-10	4.33617E-12	1.40343E-13
256906505	12.3136	0.004792182	0.000478081	4.90779E-05	4.57135E-06	4.02813E-07	2.84626E-08	1.73508E-09	8.18957E-11	3.52107E-12	1.26775E-13
282576905	12.3159	0.652669594	0.016497326	0.000487454	1.59254E-05	7.08109E-07	3.65137E-08	2.22743E-09	1.26521E-10	6.55621E-12	2.25222E-13
282576305	12.3160	0.13709696	0.004955194	0.000204925	9.14767E-06	5.27192E-07	3.36185E-08	2.3989E-09	1.50715E-10	7.99715E-12	2.55118E-13
296995505	12.3160	0.001611002	0.000315261	5.82301E-05	8.43836E-06	9.20475E-07	6.6334E-08	3.70315E-09	1.54805E-10	5.95347E-12	1.94864E-13
334776905	12.3160	0.003275555	0.000328667	3.42275E-05	3.30016E-06	3.10364E-07	2.42951E-08	1.68655E-09	9.27649E-11	4.68639E-12	2.00116E-13
260586905	12.3169	0.14155654	0.004903347	0.000191608	7.79077E-06	3.86057E-07	1.96046E-08	1.0608E-09	5.10133E-11	2.42153E-12	1.00759E-13
307129505	12.3169	0.013754565	0.001593625	0.000176417	1.53861E-05	1.07801E-06	5.52596E-08	2.5254E-09	9.72074E-11	3.76522E-12	1.31685E-13
267753905	12.3191	0.000372459	8.28013E-05	1.80645E-05	3.38382E-06	5.27063E-07	5.72514E-08	4.47869E-09	2.26213E-10	8.76336E-12	2.46675E-13
307130105	12.3208	0.004845038	0.000753028	0.000109579	1.2208E-05	1.02601E-06	5.89657E-08	2.83149E-09	1.09402E-10	4.12789E-12	1.3796E-13
411617105	12.3235	0.201086877	0.01011397	0.000538434	2.65969E-05	1.3497E-06	6.06446E-08	2.71467E-09	1.07368E-10	4.34917E-12	1.60274E-13
334780505	12.3251	0.000823106	0.000140481	2.27076E-05	2.90349E-06	2.9285E-07	2.13894E-08	1.35704E-09	7.18964E-11	3.769E-12	1.78351E-13
260486705	12.3274	0.067178153	0.002457363	0.00010241	4.56732E-06	2.59459E-07	1.60249E-08	1.09063E-09	6.53873E-11	3.53063E-12	1.429E-13
267758105	12.3298	0.00110266	0.000169387	2.66919E-05	3.89707E-06	5.3963E-07	5.94618E-08	5.12826E-09	2.85828E-10	1.12087E-11	2.79788E-13
256797905	12.3306	0.014054748	0.00128053	0.000117176	9.21211E-06	6.49754E-07	3.60934E-08	1.82453E-09	7.74656E-11	3.26547E-12	1.23238E-13
282577505	12.3315	0.149302782	0.006074731	0.000276597	1.30065E-05	7.29991E-07	4.09187E-08	2.33211E-09	1.10394E-10	4.74853E-12	1.6427E-13
347279705	12.3320	0.509979638	0.012869243	0.000378615	1.22409E-05	5.33169E-07	2.65047E-08	1.53045E-09	8.0978E-11	3.99059E-12	1.48562E-13
411722705	12.3320	0.001572376	0.000253494	3.92337E-05	4.89712E-06	4.86443E-07	3.40401E-08	1.96362E-09	8.92119E-11	3.85214E-12	1.4513E-13
267836105	12.3323	0.035155939	0.002198273	0.000148687	9.89313E-06	7.14589E-07	4.68408E-08	2.84963E-09	1.34939E-10	5.5884E-12	1.8289E-13
343912505	12.3326	0.356331547	0.01462265	0.000636486	2.56655E-05	1.09414E-06	4.36627E-08	1.87407E-09	7.5996E-11	3.31202E-12	1.3585E-13
282575705	12.3340	0.007076755	0.0006416	6.1019E-05	5.46018E-06	4.87899E-07	3.65784E-08	2.38833E-09	1.17803E-10	5.05357E-12	1.73154E-13
256798505	12.3345	0.008759562	0.00093146	9.78542E-05	8.60617E-06	6.50785E-07	3.73738E-08	1.90464E-09	8.04252E-11	3.34848E-12	1.24328E-13
275057705	12.3350	0.129760429	0.007626205	0.000446803	2.19887E-05	1.01908E-06	4.15161E-08	1.78914E-09	7.3083E-11	3.22896E-12	1.35034E-13
296996105	12.3381	0.004657419	0.000672293	9.44804E-05	1.09303E-05	1.03123E-06	6.88423E-08	3.73524E-09	1.55574E-10	6.03417E-12	2.00394E-13
256807505	12.3389	0.000379878	7.99743E-05	1.61963E-05	2.68854E-06	3.51573E-07	3.11012E-08	2.07189E-09	9.85853E-11	4.08781E-12	1.38623E-13
279192905	12.3403	0.353875826	0.007889837	0.000206808	6.02478E-06	2.42406E-07	1.14646E-08	6.5629E-10	3.65581E-11	2.07374E-12	1.01714E-13
296993105	12.3408	0.006720586	0.000797238	9.51045E-05	9.88795E-06	9.0988E-07	6.28891E-08	3.58197E-09	1.53805E-10	5.96707E-12	1.92907E-13
307233905	12.3412	0.031553042	0.003031472	0.000285398	2.20272E-05	1.4433E-06	7.19161E-08	3.25827E-09	1.25182E-10	4.84898E-12	1.69636E-13
256797305	12.3423	0.07403488	0.003864761	0.000215762	1.14475E-05	6.40599E-07	3.23232E-08	1.61616E-09	7.05464E-11	3.09924E-12	1.22541E-13
291598505	12.3440	0.362989403	0.010813196	0.000339573	1.0054E-05	3.56717E-07	1.41244E-08	6.98334E-10	3.61385E-11	2.11914E-12	1.21716E-13
267746105	12.3449	0.012466534	0.001344371	0.000146343	1.39264E-05	1.18707E-06	7.72219E-08	4.24091E-09	1.79904E-10	7.0468E-12	2.3384E-13
334784705	12.3492	0.298910001	0.010628944	0.000395314	1.35321E-05	5.22091E-07	2.12138E-08	1.0368E-09	5.19893E-11	2.92676E-12	1.60404E-13
256799105	12.3510	0.020093899	0.001633855	0.000135865	1.00084E-05	6.89649E-07	3.84543E-08	1.96168E-09	8.34367E-11	3.48733E-12	1.29345E-13
312050105	12.3536	0.018604772	0.001051929	6.49741E-05	4.01493E-06	2.78709E-07	1.83843E-08	1.19066E-09	6.41166E-11	3.20645E-12	1.34335E-13
334781105	12.3547	0.000848611	0.000138514	2.17367E-05	2.76978E-06	2.85993E-07	2.15774E-08	1.39915E-09	7.45691E-11	3.87758E-12	1.80176E-13
411616505	12.3553	0.18958988	0.009862193	0.000536651	2.65284E-05	1.31743E-06	5.7534E-08	2.53375E-09	1.00415E-10	4.14281E-12	1.5743E-13
326079305	12.3559	0.261173836	0.007376171	0.000241206	8.61527E-06	4.10396E-07	2.22874E-08	1.40654E-09	8.16763E-11	4.36407E-12	1.68561E-13
334902305	12.3564	0.004994928	0.001549085	0.000288613	2.3929E-05	1.20051E-06	4.75341E-08	2.03898E-09	8.61773E-11	4.04547E-12	1.83051E-13
260475905	12.3568	0.192603469	0.005526829	0.000184551	6.73978E-06	3.29772E-07	1.86799E-08	1.25071E-09	7.86878E-11	4.59042E-12	1.86044E-13
326079905	12.3576	0.31022686	0.008501701	0.000270246	9.40329E-06	4.38525E-07	2.34288E-08	1.4628E-09	8.44542E-11	4.50228E-12	1.73009E-13
297002705	12.3580	0.000303329	0.000120781	4.09396E-05	9.1658E-06	1.21047E-06	8.86139E-08	4.66638E-09	1.8196E-10	6.61816E-12	2.07708E-13
326088305	12.3587	0.006580567	0.000571488	5.21093E-05	4.46984E-06	3.84588E-07	2.80467E-08	1.82112E-09	9.22504E-11	4.20738E-12	1.58425E-13
282578105	12.3598	0.017105591	0.001290743	0.000102228	7.54377E-06	5.55898E-07	3.46572E-08	1.96857E-09	9.03273E-11	3.90208E-12	1.44437E-13
251403305	12.3615	0.201418144	0.006476934	0.000231612	8.3415E-06	3.56091E-07	1.55693E-08	7.64934E-10	3.62523E-11	1.8508E-12	8.93383E-14
267754505	12.3638	0.000402941	8.61939E-05	1.82136E-05	3.34459E-06	5.20375E-07	5.74512E-08	4.59973E-09	2.36424E-10	9.17047E-12	2.53574E-13
331217105	12.3668	3.771007552	0.050079795	0.000807078	1.50213E-05	4.20589E-07	1.50693E-08	7.2323E-10	3.74956E-11	2.23638E-12	1.31727E-13
296996705	12.3675	0.014249072	0.00149426	0.000157254	1.42684E-05	1.14402E-06	6.97032E-08	3.64273E-09	1.50667E-10	5.90212E-12	1.99794E-13
242435105	12.3684	0.016475453	0.000938656	5.16631E-05	2.3926E-06	1.16286E-07	5.8505E-09	3.50696E-10	2.16176E-11	1.48801E-12	1.00051E-13
326078705	12.3691	0.260757935	0.0073251	0.00023838	8.48349E-06	4.03807E-07	2.2013E-08	1.40255E-09	8.27518E-11	4.49983E-12	1.74496E-13
256796705	12.3696	0.022460597	0.00172462	0.000134454	9.14266E-06	5.78525E-07	3.01408E-08	1.49884E-09	6.50446E-11	2.87675E-12	1.16026E-13
326080505	12.3706	0.126952909	0.004613924	0.000190107	8.28913E-06	4.52692E-07	2.62282E-08	1.63288E-09	8.75004E-11	4.23522E-12	1.58891E-13
334776305	12.3719	0.002610539	0.000296231	3.42765E-05	3.56079E-06	3.44134E-07	2.6625E-08	1.79881E-09	9.6823E-11	4.86736E-12	2.10393E-13
337664705	12.3724	2.104043673	0.03475501	0.000686703	1.53838E-05	4.98401E-07	1.98129E-08	9.99321E-10	5.08048E-11	2.69539E-12	1.22459E-13
275066105	12.3733	0.022302771	0.001897019	0.000158638	1.09571E-05	6.6788E-07	3.31218E-08	1.60926E-09	7.05816E-11	3.24168E-12	1.38459E-13
275066705	12.3741	0.004423299	0.00061201	7.86713E-05	7.64891E-06	5.7485E-07	3.17496E-08	1.61113E-09	7.14931E-11	3.26753E-12	1.37678E-13
411615905	12.3743	0.158775162	0.008754133	0.000496282	2.48228E-05	1.21147E-06	5.1667E-08	2.25685E-09	9.05709E-11	3.84729E-12	1.52396E-13
411613505	12.3751	0.993271158	0.026005968	0.000777286	2.44188E-05	9.66413E-07	4.04889E-08	1.88925E-09	8.1548E-11	3.62478E-12	1.45888E-13
242445905	12.3776	0.001008258	0.000660061	9.30429E-05	4.66542E-06	1.96146E-07	8.55082E-09	4.58517E-10	2.57226E-11	1.63189E-12	1.01568E-13
256799705	12.3779	0.02321434	0.001757153	0.00013794	9.83741E-06	6.79057E-07	3.88103E-08	2.03308E-09	8.78713E-11	3.67911E-12	1.35085E-13
307122305	12.3785	0.29510638	0.00957225	0.00035075	1.33671E-05	6.23379E-07	2.98675E-08	1.53171E-09	6.99499E-11	3.16614E-12	1.25849E-13
267757505	12.3794	0.000628237	0.000111513	2.00504E-05	3.27716E-06	4.89975E-07	5.61898E-08	4.89107E-09	2.71693E-10	1.07145E-11	2.75999E-13
411614105	12.3796	0.389965931	0.01484671	0.000613992	2.45362E-05	1.08516E-06	4.5773E-08	2.04944E-09	8.47727E-11	3.69046E-12	1.4897E-13
411615305	12.3821	0.14278363	0.00808723	0.000468468	2.37349E-05	1.16231E-06	4.95712E-08	2.16954E-09	8.75472E-11	3.74974E-12	1.5009E-13
334781705	12.3825	0.003141662	0.000313589	3.24659E-05	3.10702E-06	2.89627E-07	2.24652E-08	1.54905E-09	8.49815E-11	4.30251E-12	1.84895E-13
378393305	12.3825	0.019039642	0.000934488	5.11235E-05	2.90604E-06	1.98476E-07	1.38953E-08	1.00796E-09	6.14677E-11	3.30716E-12	1.36063E-13
411614705	12.3833	0.216311182	0.010484607	0.000531552	2.44458E-05	1.1422E-06	4.80866E-08	2.10961E-09	8.57066E-11	3.69681E-12	1.48956E-13
297104105	12.3858	0.004330486	0.000630891	8.94672E-05	1.0444E-05	9.92501E-07	6.64338E-08	3.58754E-09	1.47504E-10	5.61192E-12	1.81857E-13
296992505	12.3861	0.021057546	0.001722298	0.000147721	1.18322E-05	9.41196E-07	6.22467E-08	3.59626E-09	1.58243E-10	6.17541E-12	1.95657E-13
334784105	12.3883	0.003871586	0.000759554	0.000104485	7.88521E-06	4.2809E-07	1.99406E-08	1.03032E-09	5.30683E-11	3.02955E-12	1.6745E-13
275067305	12.3886	0.00751627	0.000932346	0.000108395	9.64485E-06	6.7758E-07	3.56005E-08	1.74351E-09	7.52453E-11	3.36286E-12	1.38875E-13
403514705	12.3886	13.56676961	0.138220816	0.001738396	2.576E-05	5.97608E-07	1.82743E-08	7.68163E-10	3.52658E-11	1.8815E-12	9.93328E-14
260486105	12.3890	0.038994401	0.001488686	6.48045E-05	3.03996E-06	1.8427E-07	1.25186E-08	9.7329E-10	6.95824E-11	4.46735E-12	1.89444E-13
242538305	12.3903	2.491621376	0.029301431	0.000428542	7.53982E-06	2.10015E-07	7.76591E-09	3.91745E-10	2.15608E-11	1.36913E-12	8.61464E-14
301310705	12.3915	0.021037427	0.001495219	0.000116086	9.16781E-06	8.26608E-07	7.2642E-08	6.11392E-09	3.80606E-10	1.65025E-11	3.66919E-13
326081105	12.3945	0.051548804	0.002493694	0.000132964	7.16871E-06	4.45073E-07	2.68314E-08	1.61809E-09	8.16457E-11	3.8317E-12	1.49894E-13
282578705	12.3971	0.01047171	0.00092616	8.44998E-05	6.9856E-06	5.50637E-07	3.52827E-08	2.01E-09	9.17863E-11	3.95206E-12	1.46433E-13
326078105	12.3984	0.348961459	0.009050783	0.000273262	9.07942E-06	4.09608E-07	2.15316E-08	1.35186E-09	8.05239E-11	4.52249E-12	1.81495E-13
274958105	12.3988	0.001189283	0.000242686	4.29976E-05	5.19718E-06	4.33774E-07	2.53456E-08	1.35523E-09	6.41718E-11	3.15956E-12	1.44733E-13
267755105	12.3990	0.00030846	7.42921E-05	1.74569E-05	3.4917E-06	5.70299E-07	6.3695E-08	5.02325E-09	2.51677E-10	9.5566E-12	2.61314E-13
296997305	12.4001	0.011648301	0.001317018	0.000148711	1.43813E-05	1.20993E-06	7.59451E-08	4.00558E-09	1.64274E-10	6.29726E-12	2.06591E-13
334782305	12.4036	0.006542528	0.000501138	4.11755E-05	3.31488E-06	2.8626E-07	2.24658E-08	1.63741E-09	9.3872E-11	4.71164E-12	1.88063E-13
242434505	12.4079	0.130752163	0.003486255	0.000104968	3.29227E-06	1.33196E-07	6.18674E-09	3.57988E-10	2.16623E-11	1.47533E-12	9.84892E-14
267846905	12.4080	0.000675429	0.000142929	2.88786E-05	4.70433E-06	5.90243E-07	4.91872E-08	3.08349E-09	1.39235E-10	5.55783E-12	1.8346E-13
275064905	12.4080	0.070694616	0.00390992	0.000226462	1.20034E-05	6.45254E-07	3.10081E-08	1.52109E-09	6.80618E-11	3.18654E-12	1.3844E-13
334783505	12.4090	0.000611533	0.000270661	6.53088E-05	6.561E-06	3.95823E-07	1.92476E-08	1.0177E-09	5.33299E-11	3.08909E-12	1.73113E-13
347279105	12.4093	0.40804174	0.011205202	0.000355096	1.21646E-05	5.4612E-07	2.71317E-08	1.51883E-09	7.63469E-11	3.62156E-12	1.38399E-13
267756905	12.4112	0.000435066	8.59219E-05	1.70616E-05	3.0493E-06	4.88346E-07	5.87403E-08	5.24259E-09	2.92733E-10	1.14075E-11	2.86474E-13
267846305	12.4125	0.000775845	0.000165707	3.35018E-05	5.36605E-06	6.48391E-07	5.14313E-08	3.09108E-09	1.35977E-10	5.38555E-12	1.78935E-13
334782905	12.4130	0.000673021	0.00025777	5.91376E-05	6.12284E-06	3.85966E-07	1.92977E-08	1.03402E-09	5.4501E-11	3.1625E-12	1.77172E-13
256796105	12.4153	0.004037078	0.000561732	7.37435E-05	7.50191E-06	5.94551E-07	3.38299E-08	1.6985E-09	7.19199E-11	3.06352E-12	1.18262E-13
411611105	12.4174	3.588924237	0.049631344	0.000828878	1.58877E-05	4.55139E-07	1.66529E-08	8.15689E-10	4.319E-11	2.6304E-12	1.58293E-13
267847505	12.4191	0.000293499	7.3659E-05	1.74824E-05	3.30861E-06	4.69434E-07	4.30103E-08	2.8696E-09	1.3436E-10	5.44347E-12	1.79799E-13
267755705	12.4199	0.000385231	8.56223E-05	1.87819E-05	3.58068E-06	5.76658E-07	6.55628E-08	5.33961E-09	2.73967E-10	1.03653E-11	2.73103E-13
297002105	12.4207	0.000488321	0.000162973	4.74764E-05	9.50794E-06	1.1865E-06	8.53775E-08	4.51295E-09	1.78215E-10	6.58411E-12	2.10223E-13
275058305	12.4222	0.142760686	0.007992529	0.000451314	2.17903E-05	1.00785E-06	4.12627E-08	1.78762E-09	7.33176E-11	3.24832E-12	1.36115E-13
343911905	12.4223	1.127021349	0.030221661	0.000908456	2.76761E-05	1.01736E-06	3.86745E-08	1.66725E-09	6.92667E-11	3.10786E-12	1.31404E-13
267756305	12.4242	0.000253381	6.3245E-05	1.54135E-05	3.21047E-06	5.47796E-07	6.40524E-08	5.24808E-09	2.6879E-10	1.01918E-11	2.71843E-13
256806905	12.4271	0.006825528	0.000628281	6.04072E-05	5.41938E-06	4.79544E-07	3.51513E-08	2.22657E-09	1.06208E-10	4.4187E-12	1.47365E-13
260482505	12.4279	5.062872571	0.066212995	0.001048463	1.91003E-05	5.23457E-07	1.84149E-08	8.71722E-10	4.47008E-11	2.64242E-12	1.54394E-13
260475305	12.4300	2.532146444	0.036745274	0.000642399	1.28605E-05	3.82579E-07	1.44751E-08	7.30028E-10	3.97331E-11	2.48274E-12	1.5326E-13
267845705	12.4308	0.00044426	0.000120741	3.00782E-05	5.62232E-06	7.29961E-07	5.82826E-08	3.41701E-09	1.4571E-10	5.62482E-12	1.83276E-13
282574505	12.4321	0.001225953	0.000194057	3.03019E-05	4.02607E-06	4.51173E-07	3.65161E-08	2.35591E-09	1.12894E-10	4.83499E-12	1.72183E-13
260485505	12.4333	0.002088496	0.000180599	1.67881E-05	1.55153E-06	1.56786E-07	1.48255E-08	1.30635E-09	8.72407E-11	4.58792E-12	1.64843E-13
296997905	12.4339	0.008507669	0.001114352	0.00014198	1.47871E-05	1.25681E-06	7.63875E-08	3.88413E-09	1.56298E-10	6.0186E-12	2.02257E-13
326087705	12.4347	0.009201878	0.000746588	6.37584E-05	5.13051E-06	4.17124E-07	2.89947E-08	1.82093E-09	9.06812E-11	4.13607E-12	1.57997E-13
251291705	12.4365	0.08891442	0.003072955	0.000121639	5.20808E-06	2.91247E-07	1.83827E-08	1.33624E-09	8.91853E-11	5.32624E-12	2.07708E-13
275064305	12.4385	0.009671285	0.001042777	0.000108113	8.94667E-06	6.1557E-07	3.27135E-08	1.63924E-09	7.25733E-11	3.32332E-12	1.40552E-13
307234505	12.4393	0.04421399	0.003677228	0.000305691	2.15145E-05	1.34614E-06	6.63411E-08	3.03158E-09	1.1852E-10	4.68569E-12	1.67609E-13
282579305	12.4397	0.007814869	0.000769985	7.71856E-05	6.84912E-06	5.58733E-07	3.59665E-08	2.02958E-09	9.1739E-11	3.93239E-12	1.45974E-13
359211305	12.4407	0.026270478	0.001770154	0.0001268	8.64319E-06	6.08898E-07	3.72701E-08	2.09489E-09	9.3994E-11	3.892E-12	1.3515E-13
260587505	12.4428	0.201092537	0.006367955	0.000228693	8.6147E-06	4.03563E-07	1.98124E-08	1.05727E-09	5.07158E-11	2.41193E-12	1.00557E-13
326077505	12.4451	0.368501153	0.009485641	0.000284029	9.34624E-06	4.1751E-07	2.17407E-08	1.35312E-09	7.98969E-11	4.45592E-12	1.79165E-13
267836705	12.4473	0.026103086	0.00184955	0.000139501	1.00725E-05	7.55176E-07	4.9283E-08	2.91453E-09	1.34252E-10	5.52833E-12	1.85334E-13
267848105	12.4478	0.000524314	9.93187E-05	1.84997E-05	2.94058E-06	3.896E-07	3.6433E-08	2.58001E-09	1.27603E-10	5.30529E-12	1.74487E-13
