Time (sec)	L-shell	10 MeV/G	32 MeV/G	100 MeV/G	320 MeV/G	1000 MeV/G	3200 MeV/G	10000 MeV/G	32000 MeV/G	100000 MeV/G	320000 MeV/G
218741105	6.1058	9.40596E-05	2.87718E-06	1.94906E-07	1.82517E-08	2.16223E-09	2.70252E-10	3.70885E-11	5.02381E-12	7.19746E-13	9.98899E-14
218739905	6.3458	9.79919E-05	5.32039E-06	4.01094E-07	3.5951E-08	3.90771E-09	4.41627E-10	5.46967E-11	6.66285E-12	8.59839E-13	1.07234E-13
218739305	6.4684	0.000109899	6.52756E-06	5.04391E-07	4.45966E-08	4.70055E-09	5.10896E-10	6.06978E-11	7.07486E-12	8.73698E-13	1.04128E-13
218738105	6.7175	0.000105778	7.54788E-06	6.43819E-07	5.87742E-08	6.11569E-09	6.38863E-10	7.19342E-11	7.8701E-12	9.09154E-13	1.00947E-13
391021505	7.0414	0.000175375	1.39093E-05	1.19203E-06	1.03487E-07	1.01061E-08	9.90607E-10	1.0521E-10	1.08808E-11	1.19211E-12	1.25569E-13
391020905	7.0690	0.000156532	1.43148E-05	1.36609E-06	1.25332E-07	1.23027E-08	1.17206E-09	1.18682E-10	1.16E-11	1.18587E-12	1.16407E-13
218736305	7.0964	0.000130719	9.1568E-06	7.66473E-07	6.88363E-08	7.05657E-09	7.25085E-10	8.01821E-11	8.59826E-12	9.72873E-13	1.05682E-13
391019705	7.1406	0.000182224	1.73014E-05	1.71287E-06	1.60203E-07	1.55933E-08	1.43623E-09	1.38259E-10	1.26407E-11	1.21148E-12	1.10468E-13
391028105	7.1608	0.000163352	1.15966E-05	9.44296E-07	8.14488E-08	8.10942E-09	8.2168E-10	9.07517E-11	9.80257E-12	1.1228E-12	1.23886E-13
391019105	7.1831	0.000303152	2.52081E-05	2.20428E-06	1.86108E-07	1.69273E-08	1.49745E-09	1.41344E-10	1.28286E-11	1.22991E-12	1.12687E-13
391028705	7.2035	0.000153249	1.14334E-05	9.65988E-07	8.49386E-08	8.48619E-09	8.54312E-10	9.32345E-11	9.91698E-12	1.11696E-12	1.21023E-13
391018505	7.2289	0.00088963	4.41988E-05	2.64268E-06	1.79726E-07	1.50193E-08	1.31716E-09	1.28646E-10	1.23836E-11	1.27414E-12	1.26397E-13
391029305	7.2486	0.000146492	1.13269E-05	9.86454E-07	8.83657E-08	8.87139E-09	8.88378E-10	9.58402E-11	1.00363E-11	1.11084E-12	1.18087E-13
391017905	7.2773	0.000279835	2.41511E-05	2.219E-06	1.95973E-07	1.82651E-08	1.62163E-09	1.51194E-10	1.34091E-11	1.24884E-12	1.10669E-13
391029905	7.2951	0.000136536	1.12247E-05	1.01758E-06	9.29102E-08	9.34815E-09	9.28203E-10	9.86928E-11	1.01462E-11	1.10071E-12	1.14508E-13
391030505	7.3422	0.000133119	1.11898E-05	1.03592E-06	9.60115E-08	9.71029E-09	9.60836E-10	1.01199E-10	1.0263E-11	1.09607E-12	1.12062E-13
391016705	7.3789	0.00039637	2.9113E-05	2.39184E-06	1.97957E-07	1.79459E-08	1.58445E-09	1.48822E-10	1.3397E-11	1.27121E-12	1.15085E-13
391031105	7.3892	0.000140133	1.13686E-05	1.027E-06	9.3916E-08	9.45886E-09	9.37525E-10	9.92506E-11	1.0139E-11	1.09182E-12	1.12648E-13
391016105	7.4309	0.000324689	2.79851E-05	2.54214E-06	2.20326E-07	2.01193E-08	1.75081E-09	1.60295E-10	1.39717E-11	1.28037E-12	1.11661E-13
218734505	7.4682	9.80875E-05	1.44722E-05	1.97029E-06	2.20733E-07	2.24536E-08	1.94833E-09	1.64887E-10	1.263E-11	9.90714E-13	7.24549E-14
391015505	7.4838	0.000140884	2.05321E-05	2.6488E-06	2.75744E-07	2.65337E-08	2.24862E-09	1.9176E-10	1.51493E-11	1.24306E-12	9.60638E-14
331263905	7.5042	0.000338209	1.89612E-05	1.28593E-06	9.85665E-08	9.20474E-09	9.01391E-10	9.79306E-11	1.05003E-11	1.20018E-12	1.32516E-13
391014905	7.5355	0.000201616	2.65032E-05	3.12069E-06	3.01895E-07	2.76902E-08	2.28212E-09	1.92152E-10	1.51257E-11	1.24363E-12	9.66218E-14
391033505	7.5653	0.000135917	1.20618E-05	1.16261E-06	1.10166E-07	1.11578E-08	1.08649E-09	1.11277E-10	1.08797E-11	1.11569E-12	1.09121E-13
334829705	7.5719	0.001004345	5.03725E-05	2.93121E-06	1.93034E-07	1.57449E-08	1.35707E-09	1.30941E-10	1.24856E-11	1.27488E-12	1.25609E-13
391014305	7.5863	0.000204594	2.4677E-05	2.86259E-06	2.86124E-07	2.73162E-08	2.31412E-09	1.96905E-10	1.54618E-11	1.25735E-12	9.60777E-14
391034105	7.6048	0.000125076	1.19694E-05	1.2229E-06	1.20255E-07	1.23416E-08	1.19405E-09	1.19814E-10	1.13642E-11	1.12479E-12	1.05739E-13
337704305	7.6254	0.007806155	0.000155757	4.79175E-06	2.07418E-07	1.3504E-08	1.07246E-09	1.0635E-10	1.12475E-11	1.33352E-12	1.57695E-13
391013705	7.6358	0.000276171	3.15855E-05	3.58405E-06	3.57329E-07	3.39321E-08	2.80776E-09	2.28789E-10	1.69055E-11	1.28084E-12	9.04042E-14
331261505	7.6362	0.000336942	2.08618E-05	1.46801E-06	1.12198E-07	1.02793E-08	9.81713E-10	1.03888E-10	1.08372E-11	1.20551E-12	1.29457E-13
391034705	7.6424	0.000133066	1.25277E-05	1.26082E-06	1.22363E-07	1.2433E-08	1.19404E-09	1.19205E-10	1.12644E-11	1.1119E-12	1.04295E-13
391035305	7.6773	0.000137892	1.26157E-05	1.24889E-06	1.20595E-07	1.22819E-08	1.18602E-09	1.19142E-10	1.13304E-11	1.1252E-12	1.06179E-13
391013105	7.6838	0.000532909	6.44585E-05	6.96605E-06	6.09094E-07	4.97995E-08	3.60341E-09	2.64898E-10	1.80626E-11	1.28645E-12	8.6175E-14
337703705	7.7091	0.000898225	4.00043E-05	2.31539E-06	1.57877E-07	1.34668E-08	1.21704E-09	1.22925E-10	1.22683E-11	1.30882E-12	1.34777E-13
391035905	7.7107	0.000127095	1.24755E-05	1.30589E-06	1.3091E-07	1.35358E-08	1.30103E-09	1.28125E-10	1.18125E-11	1.13037E-12	1.02285E-13
391037105	7.7736	0.00013085	1.33379E-05	1.42103E-06	1.42305E-07	1.45413E-08	1.37627E-09	1.33552E-10	1.21463E-11	1.14838E-12	1.02737E-13
391011905	7.7747	0.003828722	0.000276221	1.83631E-05	1.08171E-06	6.83448E-08	4.22899E-09	2.85693E-10	1.86416E-11	1.3027E-12	8.67965E-14
331259705	7.7805	0.00035943	2.34409E-05	1.67024E-06	1.25975E-07	1.12856E-08	1.05103E-09	1.0849E-10	1.10356E-11	1.19788E-12	1.25477E-13
391011305	7.8176	0.013222385	0.000492616	2.08533E-05	9.67125E-07	5.61825E-08	3.47021E-09	2.44213E-10	1.69955E-11	1.28014E-12	9.26915E-14
331259105	7.8369	0.000390235	2.57532E-05	1.8439E-06	1.38022E-07	1.21806E-08	1.1135E-09	1.12727E-10	1.12356E-11	1.19527E-12	1.22642E-13
391010705	7.8574	0.005850074	0.00025903	1.29978E-05	6.92864E-07	4.4573E-08	2.98817E-09	2.25121E-10	1.66831E-11	1.33161E-12	1.02087E-13
391038905	7.8649	0.000152494	1.49263E-05	1.52095E-06	1.46011E-07	1.45051E-08	1.35712E-09	1.32149E-10	1.21918E-11	1.17695E-12	1.08011E-13
391010105	7.8953	0.008163948	0.00033336	1.5944E-05	8.22911E-07	5.14811E-08	3.35348E-09	2.45455E-10	1.76528E-11	1.36782E-12	1.01716E-13
391039505	7.8969	0.000162169	1.57223E-05	1.58929E-06	1.51543E-07	1.49684E-08	1.39286E-09	1.3493E-10	1.23836E-11	1.18938E-12	1.08587E-13
391040105	7.9299	0.000172483	1.64191E-05	1.62775E-06	1.52453E-07	1.48807E-08	1.3773E-09	1.33445E-10	1.2296E-11	1.18834E-12	1.09336E-13
391009505	7.9313	0.001794236	0.000108848	7.42035E-06	5.10495E-07	3.88183E-08	2.87126E-09	2.26897E-10	1.71218E-11	1.36658E-12	1.03673E-13
391008905	7.9647	0.001917903	0.000126102	8.8114E-06	5.94156E-07	4.35596E-08	3.10768E-09	2.3854E-10	1.75781E-11	1.37636E-12	1.0266E-13
391040705	7.9654	0.000178369	1.7064E-05	1.69541E-06	1.58643E-07	1.54323E-08	1.42106E-09	1.36865E-10	1.25274E-11	1.20248E-12	1.0985E-13
391008305	7.9964	0.002140433	0.000128538	8.59587E-06	5.75971E-07	4.26365E-08	3.07583E-09	2.37879E-10	1.76016E-11	1.38025E-12	1.02938E-13
331257305	8.0285	0.001940359	6.1487E-05	2.69701E-06	1.51154E-07	1.16084E-08	1.01251E-09	1.0385E-10	1.08891E-11	1.24465E-12	1.39261E-13
391041905	8.0430	0.000208862	1.89255E-05	1.77953E-06	1.5883E-07	1.50271E-08	1.37159E-09	1.32886E-10	1.2357E-11	1.2117E-12	1.13526E-13
391007105	8.0545	0.001098955	0.000106622	9.17111E-06	6.613E-07	4.83634E-08	3.36507E-09	2.50721E-10	1.79143E-11	1.3616E-12	9.85778E-14
391042505	8.0862	0.000207745	1.89511E-05	1.81119E-06	1.64723E-07	1.57561E-08	1.43897E-09	1.38294E-10	1.26787E-11	1.2216E-12	1.12177E-13
391005905	8.1092	0.001042167	7.71256E-05	5.78707E-06	4.09882E-07	3.16754E-08	2.41891E-09	2.0088E-10	1.61746E-11	1.38815E-12	1.14039E-13
391043105	8.1339	0.000237497	2.07703E-05	1.92582E-06	1.71793E-07	1.62442E-08	1.47146E-09	1.40497E-10	1.28027E-11	1.22655E-12	1.11989E-13
411642905	8.1618	0.000599212	4.30117E-05	3.58473E-06	3.12415E-07	2.98123E-08	2.6503E-09	2.33295E-10	1.82075E-11	1.41154E-12	9.93424E-14
391043705	8.1856	0.000246749	2.15628E-05	2.02269E-06	1.83693E-07	1.75574E-08	1.5856E-09	1.48935E-10	1.32111E-11	1.22465E-12	1.07676E-13
391004105	8.1888	0.010354787	0.000346874	1.38537E-05	6.52329E-07	4.03587E-08	2.72745E-09	2.12296E-10	1.64838E-11	1.38696E-12	1.12652E-13
391003505	8.2172	0.014846667	0.000400929	1.46764E-05	6.66473E-07	4.06227E-08	2.72893E-09	2.12481E-10	1.66067E-11	1.41853E-12	1.18723E-13
411642305	8.2736	0.000341759	3.30814E-05	3.49159E-06	3.58721E-07	3.72676E-08	3.37448E-09	2.8682E-10	2.07897E-11	1.46354E-12	9.19872E-14
378464105	8.2964	0.000318559	2.99869E-05	2.83467E-06	2.45886E-07	2.215E-08	1.90444E-09	1.73375E-10	1.51081E-11	1.38933E-12	1.21882E-13
378423905	8.3282	0.000215914	2.38423E-05	2.61114E-06	2.5485E-07	2.45679E-08	2.16168E-09	1.94718E-10	1.64221E-11	1.44369E-12	1.20029E-13
378464705	8.3330	0.000221163	2.39539E-05	2.54639E-06	2.4061E-07	2.27267E-08	1.99157E-09	1.81233E-10	1.56011E-11	1.40808E-12	1.20715E-13
378465305	8.3723	0.000492873	3.72489E-05	3.13548E-06	2.65096E-07	2.42028E-08	2.10046E-09	1.8926E-10	1.60063E-11	1.40971E-12	1.17259E-13
411641705	8.3844	0.000312662	3.12672E-05	3.36531E-06	3.47672E-07	3.59552E-08	3.23398E-09	2.74774E-10	2.01313E-11	1.44832E-12	9.39289E-14
378465905	8.4151	0.000273545	2.7076E-05	2.75295E-06	2.58253E-07	2.45134E-08	2.14528E-09	1.92835E-10	1.62369E-11	1.42484E-12	1.1821E-13
297055505	8.4211	0.000287286	3.42103E-05	4.13777E-06	4.48073E-07	4.56529E-08	3.90234E-09	3.12359E-10	2.16475E-11	1.48957E-12	9.31622E-14
297054305	8.4222	0.000355998	3.8192E-05	4.28677E-06	4.45898E-07	4.49891E-08	3.87116E-09	3.1323E-10	2.1899E-11	1.51364E-12	9.47523E-14
378422705	8.4225	0.000228912	2.5003E-05	2.7521E-06	2.7281E-07	2.6602E-08	2.33756E-09	2.07468E-10	1.70527E-11	1.45165E-12	1.1628E-13
403546505	8.4297	0.001968976	5.87974E-05	2.45842E-06	1.348E-07	1.03762E-08	9.1564E-10	9.48932E-11	1.00115E-11	1.14648E-12	1.28129E-13
297056105	8.4328	0.000235187	3.13054E-05	4.06868E-06	4.53104E-07	4.59812E-08	3.87502E-09	3.07512E-10	2.13615E-11	1.48845E-12	9.50241E-14
297053705	8.4356	0.000303628	3.52119E-05	4.19007E-06	4.51618E-07	4.61793E-08	3.96879E-09	3.18306E-10	2.19863E-11	1.50064E-12	9.27414E-14
297056705	8.4534	0.000199542	2.84754E-05	3.9101E-06	4.52309E-07	4.68403E-08	3.97675E-09	3.15059E-10	2.17227E-11	1.49738E-12	9.43551E-14
297053105	8.4562	0.000265169	3.14919E-05	3.85162E-06	4.28786E-07	4.52607E-08	3.99089E-09	3.24379E-10	2.2417E-11	1.51429E-12	9.18742E-14
378466505	8.4617	0.000919674	5.46023E-05	3.87003E-06	2.98617E-07	2.66093E-08	2.3165E-09	2.0803E-10	1.71049E-11	1.42628E-12	1.09693E-13
378422105	8.4783	0.000200156	2.36743E-05	2.76487E-06	2.84081E-07	2.80891E-08	2.4666E-09	2.16838E-10	1.75568E-11	1.46835E-12	1.15314E-13
411697505	8.4788	0.019940668	0.000344096	9.75141E-06	4.08517E-07	2.56997E-08	1.88553E-09	1.63979E-10	1.44777E-11	1.39222E-12	1.30141E-13
297057305	8.4817	0.000170498	2.67294E-05	3.9309E-06	4.72914E-07	4.96033E-08	4.19696E-09	3.28674E-10	2.23105E-11	1.51225E-12	9.36062E-14
359292905	8.4828	0.00022144	2.68206E-05	3.14684E-06	3.17789E-07	3.04164E-08	2.56303E-09	2.15716E-10	1.6689E-11	1.33458E-12	1.00115E-13
297052505	8.4833	0.000212548	2.78109E-05	3.65538E-06	4.24856E-07	4.55922E-08	4.02685E-09	3.263E-10	2.25076E-11	1.52246E-12	9.27797E-14
411641105	8.4940	0.000347751	3.31723E-05	3.45474E-06	3.5193E-07	3.65077E-08	3.31791E-09	2.83644E-10	2.06777E-11	1.46206E-12	9.21812E-14
378467105	8.5136	0.00024953	2.62806E-05	2.81474E-06	2.74115E-07	2.6475E-08	2.31452E-09	2.04867E-10	1.68114E-11	1.42962E-12	1.14426E-13
282635705	8.5149	0.000184205	3.24192E-05	5.2266E-06	6.6893E-07	7.20981E-08	6.08817E-09	4.65321E-10	3.03261E-11	1.95551E-12	1.14315E-13
282635105	8.5166	0.000176745	3.22469E-05	5.29913E-06	6.78881E-07	7.24691E-08	6.05599E-09	4.60502E-10	3.00466E-11	1.94955E-12	1.15102E-13
297051905	8.5170	0.000211958	2.74284E-05	3.61696E-06	4.29051E-07	4.7394E-08	4.28744E-09	3.4952E-10	2.3728E-11	1.55005E-12	8.98549E-14
297057905	8.5171	0.000192665	2.83617E-05	4.01246E-06	4.7661E-07	5.01901E-08	4.27528E-09	3.35015E-10	2.25647E-11	1.5072E-12	9.14433E-14
282636305	8.5183	0.000173145	3.13199E-05	5.18023E-06	6.77931E-07	7.41311E-08	6.28812E-09	4.77838E-10	3.06965E-11	1.94009E-12	1.10684E-13
282634505	8.5235	0.000176026	3.22037E-05	5.30442E-06	6.80735E-07	7.27268E-08	6.07711E-09	4.61725E-10	3.0084E-11	1.94854E-12	1.14808E-13
282633905	8.5355	0.000172598	3.19869E-05	5.31814E-06	6.86013E-07	7.33918E-08	6.12749E-09	4.64666E-10	3.02026E-11	1.95126E-12	1.14664E-13
359293505	8.5372	0.000169619	2.47499E-05	3.40561E-06	3.87448E-07	3.93738E-08	3.3273E-09	2.6803E-10	1.91742E-11	1.39024E-12	9.31355E-14
378421505	8.5394	0.000228878	2.53059E-05	2.81658E-06	2.8157E-07	2.75469E-08	2.41487E-09	2.12814E-10	1.7305E-11	1.45445E-12	1.14838E-13
282637505	8.5413	0.000181364	3.20084E-05	5.22518E-06	6.83346E-07	7.5225E-08	6.42564E-09	4.89515E-10	3.13545E-11	1.96714E-12	1.11029E-13
282633305	8.5534	0.000173055	3.21857E-05	5.38106E-06	6.98832E-07	7.51226E-08	6.27537E-09	4.73784E-10	3.05261E-11	1.94939E-12	1.12983E-13
297051305	8.5545	0.000180294	2.53985E-05	3.57557E-06	4.4226E-07	4.97073E-08	4.49474E-09	3.62287E-10	2.41741E-11	1.54895E-12	8.79522E-14
411698105	8.5569	0.026441955	0.000431409	1.13645E-05	4.44991E-07	2.67584E-08	1.90894E-09	1.63302E-10	1.4268E-11	1.36282E-12	1.26765E-13
297058505	8.5595	0.000195751	2.80834E-05	3.93687E-06	4.71907E-07	5.06189E-08	4.37945E-09	3.44523E-10	2.29897E-11	1.50527E-12	8.87989E-14
282638105	8.5604	0.000198356	3.41518E-05	5.48651E-06	7.12546E-07	7.82906E-08	6.66713E-09	5.03939E-10	3.18376E-11	1.96157E-12	1.08328E-13
378467705	8.5695	0.00019379	2.29548E-05	2.71002E-06	2.83464E-07	2.84636E-08	2.51614E-09	2.20365E-10	1.76233E-11	1.44783E-12	1.11237E-13
347312105	8.5751	0.000245449	2.8507E-05	3.44467E-06	3.84259E-07	4.11731E-08	3.71425E-09	3.0911E-10	2.18285E-11	1.50083E-12	9.24303E-14
291552305	8.5792	0.000414867	3.31823E-05	2.73876E-06	2.1647E-07	1.87421E-08	1.61366E-09	1.51095E-10	1.37728E-11	1.33592E-12	1.2442E-13
291552905	8.5820	0.0004221	3.341E-05	2.69366E-06	2.0813E-07	1.78442E-08	1.53991E-09	1.45677E-10	1.34837E-11	1.33118E-12	1.26427E-13
282638705	8.5825	0.000229951	3.76086E-05	5.81352E-06	7.37131E-07	8.00982E-08	6.79072E-09	5.12138E-10	3.22739E-11	1.98166E-12	1.08956E-13
351577505	8.5827	0.000693708	5.18384E-05	4.33289E-06	3.64736E-07	3.29184E-08	2.76712E-09	2.35595E-10	1.83624E-11	1.46682E-12	1.09118E-13
291551705	8.5839	0.000323215	2.82945E-05	2.5105E-06	2.08442E-07	1.85134E-08	1.61037E-09	1.50918E-10	1.36974E-11	1.31922E-12	1.21782E-13
403545305	8.5851	0.000272993	2.05237E-05	1.6814E-06	1.38178E-07	1.26817E-08	1.1634E-09	1.15787E-10	1.12122E-11	1.15236E-12	1.13757E-13
359294105	8.5865	0.000221873	2.57336E-05	3.0696E-06	3.33752E-07	3.47872E-08	3.09179E-09	2.59921E-10	1.90723E-11	1.39363E-12	9.29027E-14
291553505	8.5930	0.000647111	4.29647E-05	3.06345E-06	2.20175E-07	1.82243E-08	1.5474E-09	1.45504E-10	1.34539E-11	1.33048E-12	1.26765E-13
297050705	8.5973	0.000167684	2.49595E-05	3.68386E-06	4.73096E-07	5.44169E-08	4.95402E-09	3.94908E-10	2.56281E-11	1.57789E-12	8.5251E-14
411640505	8.6004	0.000348544	3.50817E-05	3.8391E-06	4.0969E-07	4.41041E-08	4.08223E-09	3.44106E-10	2.37491E-11	1.53221E-12	8.53078E-14
307182905	8.6014	0.00160721	8.70446E-05	5.52122E-06	3.73217E-07	2.91906E-08	2.27906E-09	1.91848E-10	1.54953E-11	1.32303E-12	1.07529E-13
307183505	8.6018	0.002591976	0.00010694	5.51314E-06	3.43819E-07	2.65758E-08	2.23143E-09	2.05059E-10	1.74033E-11	1.41335E-12	8.97226E-14
282632105	8.6031	0.000170634	3.1853E-05	5.37562E-06	7.08225E-07	7.71822E-08	6.50186E-09	4.91282E-10	3.14629E-11	1.98751E-12	1.1354E-13
378420905	8.6051	0.000227362	2.54321E-05	2.86636E-06	2.89968E-07	2.85696E-08	2.5054E-09	2.19446E-10	1.76444E-11	1.46187E-12	1.13508E-13
307182305	8.6069	0.0034476	0.000137277	6.69907E-06	3.71908E-07	2.60442E-08	1.95502E-09	1.66874E-10	1.4157E-11	1.29536E-12	1.14432E-13
297059105	8.6069	0.000161144	2.61307E-05	4.03573E-06	5.16221E-07	5.69703E-08	4.91685E-09	3.7662E-10	2.40281E-11	1.48842E-12	8.23753E-14
307184105	8.6073	0.002970307	0.000121595	6.30784E-06	3.83981E-07	2.96125E-08	2.40623E-09	2.12743E-10	1.74474E-11	1.40459E-12	9.68337E-14
282639305	8.6089	0.000452233	5.4198E-05	6.71811E-06	7.60911E-07	8.1143E-08	7.05397E-09	5.4388E-10	3.40812E-11	2.01481E-12	1.0373E-13
291550505	8.6129	0.000280601	2.63229E-05	2.49086E-06	2.17037E-07	1.97065E-08	1.71464E-09	1.58416E-10	1.40438E-11	1.31511E-12	1.17621E-13
291554105	8.6135	0.001235529	5.7105E-05	3.31128E-06	2.23761E-07	1.90173E-08	1.70966E-09	1.68158E-10	1.54826E-11	1.37807E-12	9.74266E-14
307181705	8.6164	0.012088808	0.000281035	9.30503E-06	4.0929E-07	2.57241E-08	1.85671E-09	1.58304E-10	1.36875E-11	1.28958E-12	1.18072E-13
307184705	8.6179	0.00239085	0.000101486	5.43786E-06	3.40996E-07	2.70195E-08	2.25575E-09	2.04758E-10	1.72057E-11	1.40453E-12	9.58496E-14
359243705	8.6187	0.000113543	2.32994E-05	4.12533E-06	5.43172E-07	5.77189E-08	4.75903E-09	3.58763E-10	2.33937E-11	1.52762E-12	9.12354E-14
307181105	8.6320	0.010941179	0.000300782	1.10104E-05	4.98E-07	3.05015E-08	2.0853E-09	1.67199E-10	1.36627E-11	1.24299E-12	1.14101E-13
359294705	8.6325	0.000341703	3.22677E-05	3.31576E-06	3.32563E-07	3.40414E-08	3.07184E-09	2.63518E-10	1.95194E-11	1.41758E-12	9.26484E-14
307185305	8.6342	0.001374411	7.54745E-05	4.90791E-06	3.44531E-07	2.80542E-08	2.26152E-09	1.93364E-10	1.56136E-11	1.31629E-12	1.04692E-13
282631505	8.6342	0.000158491	3.09223E-05	5.41816E-06	7.34267E-07	8.12179E-08	6.85264E-09	5.12586E-10	3.21997E-11	1.98398E-12	1.10067E-13
291549905	8.6353	0.000334627	2.7729E-05	2.42094E-06	2.03273E-07	1.83362E-08	1.60889E-09	1.50876E-10	1.36223E-11	1.30061E-12	1.18737E-13
411698705	8.6379	0.020739818	0.000414667	1.25381E-05	5.24743E-07	3.18993E-08	2.23017E-09	1.84096E-10	1.53809E-11	1.40003E-12	1.23684E-13
282639905	8.6390	0.000395397	4.9692E-05	6.40994E-06	7.48871E-07	8.14883E-08	7.15939E-09	5.5282E-10	3.44318E-11	2.01229E-12	1.01996E-13
291554705	8.6418	0.003946455	0.000117007	4.77038E-06	2.49335E-07	1.7935E-08	1.45165E-09	1.36616E-10	1.29638E-11	1.3322E-12	1.32955E-13
351576905	8.6466	0.005048941	0.000172756	7.67969E-06	4.12272E-07	2.91458E-08	2.26132E-09	2.01677E-10	1.79998E-11	1.73616E-12	1.62124E-13
256858505	8.6502	7.58105E-05	1.26501E-05	2.0569E-06	2.86081E-07	3.51026E-08	3.40228E-09	2.89937E-10	2.0335E-11	1.36326E-12	8.09167E-14
307180505	8.6510	0.005228077	0.00021109	9.70522E-06	4.93796E-07	3.19751E-08	2.24358E-09	1.80826E-10	1.45454E-11	1.26714E-12	1.0665E-13
256857905	8.6514	8.31254E-05	1.33797E-05	2.0921E-06	2.78881E-07	3.29774E-08	3.12537E-09	2.66361E-10	1.91214E-11	1.33608E-12	8.38388E-14
307185905	8.6552	0.00080942	5.33703E-05	4.05225E-06	3.21501E-07	2.83801E-08	2.38807E-09	2.05591E-10	1.62361E-11	1.3117E-12	9.84915E-14
260538305	8.6585	0.000158602	2.30587E-05	3.25611E-06	3.91678E-07	4.23708E-08	3.75632E-09	3.08886E-10	2.19905E-11	1.55683E-12	1.00471E-13
256859105	8.6585	8.4347E-05	1.43262E-05	2.33834E-06	3.20648E-07	3.82652E-08	3.58841E-09	2.97255E-10	2.04219E-11	1.3525E-12	7.97883E-14
260538905	8.6596	0.000157738	2.29169E-05	3.22348E-06	3.85045E-07	4.13699E-08	3.65568E-09	3.01281E-10	2.16119E-11	1.5475E-12	1.01308E-13
291549305	8.6610	0.000317867	2.64218E-05	2.34863E-06	2.02607E-07	1.8669E-08	1.65304E-09	1.54576E-10	1.37966E-11	1.29542E-12	1.15879E-13
256857305	8.6613	8.77241E-05	1.415E-05	2.24166E-06	3.06488E-07	3.72503E-08	3.58488E-09	3.02848E-10	2.09692E-11	1.38262E-12	8.04276E-14
260537705	8.6651	0.000145996	2.26165E-05	3.32335E-06	4.05063E-07	4.35768E-08	3.82218E-09	3.12256E-10	2.22356E-11	1.58404E-12	1.03336E-13
282630905	8.6688	0.000159856	3.12552E-05	5.4711E-06	7.38038E-07	8.11614E-08	6.81951E-09	5.09765E-10	3.2112E-11	1.98927E-12	1.1117E-13
260539505	8.6703	0.000176601	2.33772E-05	3.12745E-06	3.73396E-07	4.141E-08	3.78659E-09	3.16214E-10	2.23554E-11	1.54034E-12	9.52417E-14
282640505	8.6703	0.000605096	6.10599E-05	6.65716E-06	7.01527E-07	7.37757E-08	6.57156E-09	5.24767E-10	3.36986E-11	1.99754E-12	1.00917E-13
359295305	8.6741	0.000269651	3.02135E-05	3.57869E-06	3.99384E-07	4.34529E-08	3.97989E-09	3.30738E-10	2.27334E-11	1.48505E-12	8.50941E-14
307179905	8.6746	0.00843919	0.000246109	9.50794E-06	4.52276E-07	2.89598E-08	2.05829E-09	1.69779E-10	1.40551E-11	1.26254E-12	1.09791E-13
256859705	8.6756	8.62883E-05	1.43118E-05	2.32649E-06	3.254E-07	4.01545E-08	3.87774E-09	3.23739E-10	2.18021E-11	1.38136E-12	7.64378E-14
378420305	8.6769	0.000214269	2.49255E-05	2.92204E-06	3.06504E-07	3.09119E-08	2.72655E-09	2.36032E-10	1.84925E-11	1.47982E-12	1.10237E-13
256856705	8.6792	9.41934E-05	1.51437E-05	2.39565E-06	3.2764E-07	3.98207E-08	3.81811E-09	3.19376E-10	2.17355E-11	1.40062E-12	7.9229E-14
291555305	8.6797	0.014369036	0.000240842	6.5409E-06	2.69159E-07	1.73638E-08	1.35142E-09	1.26969E-10	1.22634E-11	1.29533E-12	1.33698E-13
260537105	8.6807	0.000152572	2.34109E-05	3.41334E-06	4.13526E-07	4.42941E-08	3.8719E-09	3.15447E-10	2.24064E-11	1.59253E-12	1.03654E-13
307186505	8.6814	0.000565078	4.21127E-05	3.54339E-06	3.04518E-07	2.83156E-08	2.44939E-09	2.11939E-10	1.65235E-11	1.30139E-12	9.43908E-14
275007905	8.6863	0.000145537	1.86405E-05	2.35232E-06	2.59233E-07	2.69156E-08	2.42196E-09	2.13178E-10	1.69862E-11	1.38291E-12	1.04915E-13
359243105	8.6877	0.000268685	4.26043E-05	5.94698E-06	6.37448E-07	5.87394E-08	4.47735E-09	3.30392E-10	2.19503E-11	1.49777E-12	9.50592E-14
275008505	8.6883	0.000141312	1.83416E-05	2.34528E-06	2.61635E-07	2.73981E-08	2.4744E-09	2.17507E-10	1.72401E-11	1.39266E-12	1.04639E-13
297049505	8.6884	0.000172594	2.53735E-05	3.69448E-06	4.67461E-07	5.30765E-08	4.79656E-09	3.83064E-10	2.51586E-11	1.58048E-12	8.77101E-14
291548705	8.6897	0.000304127	2.54789E-05	2.2933E-06	2.00837E-07	1.87114E-08	1.66305E-09	1.54968E-10	1.3706E-11	1.27095E-12	1.12001E-13
347311505	8.6903	0.000170962	2.39312E-05	3.33718E-06	4.07749E-07	4.53796E-08	4.09953E-09	3.34707E-10	2.29677E-11	1.53104E-12	9.13206E-14
275007305	8.6938	0.000146671	1.86551E-05	2.33373E-06	2.54736E-07	2.62677E-08	2.3591E-09	2.08358E-10	1.67335E-11	1.37694E-12	1.0581E-13
378468905	8.6975	0.00031451	3.17687E-05	3.34587E-06	3.27746E-07	3.19517E-08	2.7758E-09	2.38711E-10	1.86273E-11	1.48552E-12	1.10261E-13
